사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-03,2호선,0236,영등포구청,23,1,4903 ,2782 ,10711 ,12424 ,33974 ,32974 ,39583 ,114010 ,24767 ,51024 ,20123 ,24159 ,21265 ,21345 ,23676 ,21241 ,24011 ,23129 ,24806 ,21822 ,27178 ,22667 ,31709 ,25012 ,47930 ,30536 ,94205 ,47439 ,32423 ,31913 ,22881 ,18050 ,21299 ,15577 ,16771 ,15021 ,6617 ,11946 ,2,766,0,1,0,0,0,0,2022-04-03 09:20:04
2022-03,2호선,0237,당산,24,2,5563 ,2438 ,14720 ,10609 ,40725 ,25587 ,49263 ,65597 ,28450 ,31014 ,19963 ,15536 ,19042 ,15272 ,20156 ,17606 ,20802 ,19816 ,18972 ,18905 ,20205 ,21870 ,23366 ,26968 ,35938 ,38255 ,52460 ,63932 ,22440 ,42900 ,16057 ,25820 ,15749 ,24796 ,14637 ,22816 ,6059 ,18129 ,11,751,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,2호선,0238,합정,31,5,5947 ,2370 ,14994 ,12008 ,38062 ,27557 ,48643 ,81609 ,31012 ,70276 ,22804 ,37794 ,23418 ,39736 ,29078 ,42351 ,32389 ,47611 ,34294 ,44577 ,37240 ,44830 ,44340 ,51605 ,61142 ,64381 ,101054 ,91902 ,64910 ,59441 ,50320 ,29792 ,54034 ,24046 ,52771 ,21344 ,27411 ,16683 ,12,996,0,0,0,1,0,0,2022-04-03 09:20:04
2022-03,2호선,0239,홍대입구,326,7,9614 ,2844 ,18498 ,13165 ,50518 ,30554 ,64536 ,86673 ,42090 ,104395 ,30813 ,66134 ,37373 ,78907 ,49120 ,95077 ,56375 ,108177 ,61637 ,104502 ,74537 ,108479 ,95781 ,116689 ,121398 ,137726 ,147362 ,170383 ,116609 ,113688 ,112743 ,54541 ,133947 ,39101 ,145857 ,32871 ,76058 ,26888 ,231,3967 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,2호선,0240,신촌,40,5,4214 ,2049 ,10941 ,11630 ,30219 ,28949 ,43950 ,68875 ,30231 ,73857 ,28818 ,48198 ,34539 ,44259 ,43470 ,49457 ,44917 ,56608 ,47056 ,50895 ,55029 ,46070 ,62327 ,50637 ,76635 ,67063 ,77423 ,88039 ,54652 ,57576 ,55761 ,30140 ,59317 ,27303 ,62398 ,24226 ,28071 ,20840 ,10,208,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,2호선,0241,이대,29,2,2700 ,784,7354 ,6768 ,21403 ,10670 ,28567 ,32396 ,16913 ,28379 ,12827 ,21582 ,14632 ,17688 ,18382 ,19822 ,19528 ,23336 ,18965 ,19061 ,23113 ,18406 ,26665 ,20454 ,34716 ,24882 ,32199 ,34859 ,19500 ,26328 ,16055 ,15866 ,15448 ,16275 ,12069 ,16028 ,3584 ,12984 ,2,78,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,2호선,0242,아현,24,0,3877 ,836,9844 ,5785 ,24534 ,12343 ,32682 ,19786 ,19243 ,10660 ,13156 ,9118 ,12798 ,8982 ,14296 ,10669 ,13815 ,10870 ,12708 ,11953 ,15113 ,13130 ,20749 ,15015 ,17117 ,20348 ,17944 ,27976 ,10279 ,21851 ,6903 ,13766 ,5708 ,12943 ,4192 ,12303 ,1573 ,8782 ,2,27,1,3,0,0,0,0,2022-04-03 09:20:04
2022-03,2호선,0243,충정로(경기대입구),5,0,2798 ,975,5693 ,6243 ,13937 ,19491 ,19043 ,51080 ,11884 ,23000 ,8981 ,10979 ,9167 ,8793 ,9882 ,9105 ,10697 ,10422 ,11268 ,9967 ,12374 ,9705 ,14678 ,10524 ,22893 ,13327 ,41090 ,18399 ,12481 ,12743 ,7931 ,8275 ,6978 ,8057 ,5610 ,7309 ,2246 ,5731 ,5,177,0,0,0,1,0,0,2022-04-03 09:20:04
2022-03,2호선,0244,용답,4,0,2156 ,136,3088 ,1008 ,6982 ,1582 ,11203 ,4286 ,6375 ,8057 ,4171 ,4184 ,4136 ,3346 ,5034 ,3850 ,5105 ,5952 ,4515 ,3817 ,5456 ,4538 ,7139 ,5728 ,6796 ,6546 ,4125 ,9584 ,2304 ,6862 ,1748 ,4326 ,1158 ,5006 ,1108 ,4841 ,385,3487 ,0,4,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,2호선,0245,신답,7,0,931,64,1706 ,403,5457 ,840,9183 ,1586 ,4107 ,941,2016 ,1142 ,1690 ,1130 ,1938 ,1269 ,1791 ,1332 ,1668 ,1705 ,1551 ,2383 ,1590 ,3150 ,1860 ,3908 ,1913 ,8678 ,932,5925 ,457,2766 ,431,3027 ,347,2489 ,104,2013 ,0,37,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,2호선,0246,신설동,37,2,1076 ,229,1285 ,1564 ,3728 ,4847 ,6796 ,11718 ,4219 ,7825 ,3243 ,6910 ,4324 ,6220 ,5477 ,6245 ,6022 ,6304 ,6683 ,5719 ,7314 ,5445 ,8129 ,4524 ,9363 ,5064 ,11836 ,6245 ,4248 ,4634 ,2422 ,2822 ,2210 ,2633 ,1688 ,2300 ,654,1789 ,3,243,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,2호선,0247,도림천,0,0,278,325,1095 ,720,2959 ,4851 ,3024 ,5436 ,1739 ,2069 ,1731 ,1321 ,1427 ,1112 ,2315 ,1820 ,1609 ,1211 ,1912 ,1650 ,2309 ,1393 ,3446 ,1675 ,2698 ,1949 ,3417 ,2609 ,1741 ,2319 ,633,1408 ,853,1184 ,345,1048 ,142,848,1,51,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,2호선,0248,양천구청,39,0,4207 ,835,9711 ,2088 ,28102 ,4597 ,25850 ,8804 ,14346 ,4252 ,9057 ,3951 ,8196 ,4579 ,8767 ,5718 ,8161 ,6630 ,6562 ,7032 ,6418 ,8619 ,7375 ,10993 ,7872 ,15512 ,8477 ,25271 ,3656 ,21832 ,2329 ,11317 ,1871 ,10398 ,1718 ,9429 ,468,7163 ,1,601,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,2호선,0249,신정네거리,28,0,7581 ,713,14784 ,2201 ,42825 ,4412 ,39001 ,10222 ,20024 ,6954 ,14059 ,6380 ,12655 ,8084 ,13508 ,8879 ,12260 ,10721 ,10658 ,11164 ,10143 ,14516 ,10658 ,17562 ,10907 ,25057 ,10772 ,41503 ,6024 ,31939 ,4384 ,16829 ,3356 ,14854 ,2994 ,13593 ,1028 ,9590 ,4,767,2,1,0,0,0,0,2022-04-03 09:20:04
2022-03,2호선,0250,용두(동대문구청),31,1,1031 ,112,1483 ,937,4214 ,2126 ,8128 ,5333 ,4180 ,3069 ,3133 ,2872 ,3253 ,3167 ,3677 ,2902 ,3602 ,3585 ,3698 ,3824 ,4115 ,4116 ,4162 ,3865 ,4050 ,4335 ,4960 ,7052 ,2243 ,4820 ,1178 ,2481 ,1177 ,2391 ,579,1859 ,203,1437 ,1,23,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0309,지축,3,0,2058 ,802,6853 ,5505 ,19235 ,3672 ,18650 ,4066 ,9306 ,2758 ,6322 ,2318 ,5589 ,3071 ,5610 ,3821 ,5746 ,3856 ,4830 ,4304 ,6055 ,5318 ,8781 ,7187 ,6553 ,8863 ,4332 ,16431 ,2174 ,13090 ,1306 ,7996 ,941,6468 ,748,6480 ,247,3091 ,0,2,0,0,2,2,0,0,2022-04-03 09:20:04
2022-03,3호선,0310,구파발,91,4,8841 ,1160 ,25765 ,7792 ,75558 ,19830 ,64561 ,25901 ,36896 ,22278 ,25688 ,22434 ,24795 ,18799 ,26510 ,20714 ,24652 ,23436 ,25453 ,23281 ,27185 ,23995 ,29657 ,28593 ,30742 ,37736 ,25602 ,62927 ,16080 ,50668 ,13254 ,29180 ,11911 ,25416 ,7327 ,20924 ,1776 ,18530 ,13,3594 ,1,7,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0311,연신내,281,9,24774 ,1602 ,45293 ,9756 ,116754 ,20653 ,134188 ,30776 ,76388 ,29909 ,50334 ,31082 ,46435 ,31440 ,51588 ,34584 ,48300 ,39308 ,44095 ,40649 ,44489 ,50771 ,51403 ,60164 ,45494 ,77641 ,42074 ,121448 ,28759 ,104673 ,21885 ,55467 ,20181 ,52367 ,17672 ,44621 ,6785 ,31778 ,6,2444 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0312,불광,12,2,8330 ,958,16599 ,4962 ,45238 ,9341 ,52220 ,28177 ,30044 ,25894 ,21435 ,22661 ,20608 ,20367 ,21954 ,21741 ,22129 ,24321 ,22163 ,23855 ,23648 ,25700 ,24031 ,29001 ,25125 ,34519 ,26303 ,50493 ,14514 ,40772 ,11099 ,23864 ,9511 ,19839 ,6101 ,17615 ,1965 ,12461 ,4,429,0,0,0,1,0,0,2022-04-03 09:20:04
2022-03,3호선,0313,녹번,30,2,8858 ,551,22216 ,3334 ,62157 ,6639 ,65857 ,17369 ,36892 ,9436 ,22394 ,8463 ,18561 ,9420 ,19144 ,11125 ,18007 ,11701 ,15318 ,13208 ,14404 ,16105 ,14796 ,22929 ,15711 ,30709 ,18383 ,53987 ,8415 ,44734 ,6199 ,25510 ,4770 ,22135 ,3438 ,20343 ,1058 ,13037 ,4,35,1,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0314,홍제,77,4,8852 ,1162 ,21654 ,6404 ,55657 ,10208 ,59470 ,23419 ,36668 ,17226 ,24950 ,15409 ,23830 ,15666 ,26043 ,16980 ,23625 ,19113 ,22076 ,20264 ,22465 ,24159 ,23612 ,29693 ,24765 ,35146 ,23854 ,55237 ,12405 ,44034 ,9117 ,24808 ,7179 ,23175 ,5535 ,19746 ,1716 ,13085 ,1,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0315,무악재,14,1,1625 ,226,4617 ,2895 ,12260 ,2502 ,13627 ,5503 ,8301 ,3288 ,5645 ,3083 ,4988 ,3236 ,4976 ,3271 ,4866 ,3853 ,4315 ,4084 ,4219 ,4948 ,4815 ,6387 ,5733 ,8147 ,6096 ,13179 ,2443 ,10542 ,1844 ,6362 ,1333 ,5705 ,1114 ,5348 ,277,3511 ,0,1,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0316,독립문,137,3,4751 ,681,5438 ,4308 ,13627 ,12064 ,14607 ,17469 ,11919 ,11434 ,9637 ,11428 ,9575 ,10023 ,10497 ,9774 ,10670 ,10676 ,11099 ,9950 ,12179 ,10425 ,14717 ,10981 ,13212 ,12337 ,14575 ,15160 ,6886 ,11974 ,4716 ,6943 ,3924 ,6141 ,2729 ,6134 ,689,3881 ,2,3488 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0317,경복궁(정부서울청사),107,1,2087 ,1505 ,5114 ,12411 ,11350 ,36676 ,16986 ,93065 ,15966 ,57068 ,12753 ,33494 ,15159 ,29683 ,19492 ,31021 ,24224 ,31844 ,28102 ,27814 ,38135 ,23003 ,47462 ,23303 ,60113 ,22968 ,87781 ,25879 ,36478 ,16159 ,28481 ,9473 ,27665 ,7861 ,18777 ,7653 ,6181 ,4918 ,3,221,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0318,안국,11,0,1384 ,1296 ,2630 ,18103 ,5284 ,78999 ,8277 ,83420 ,7543 ,49867 ,8444 ,32701 ,11938 ,33515 ,16282 ,31933 ,18699 ,34570 ,24182 ,31656 ,34670 ,25935 ,52224 ,21327 ,84766 ,18810 ,90709 ,17458 ,38799 ,8565 ,30305 ,4704 ,25618 ,3958 ,15652 ,3272 ,4194 ,2296 ,2,32,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0319,종로3가,15,0,453,878,885,5092 ,1289 ,13642 ,2112 ,43128 ,2985 ,40104 ,4686 ,28108 ,6886 ,20512 ,8444 ,18759 ,9736 ,17970 ,11608 ,17254 ,15157 ,15317 ,17636 ,13373 ,27164 ,12950 ,49237 ,12261 ,27736 ,6540 ,14940 ,2896 ,16431 ,2193 ,12862 ,1457 ,5039 ,1416 ,3,178,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0320,을지로3가,16,1,580,798,861,7583 ,1930 ,28024 ,2990 ,63769 ,3574 ,27326 ,4390 ,13564 ,6275 ,10804 ,7724 ,9992 ,8984 ,10183 ,11200 ,8770 ,11790 ,8566 ,15155 ,8824 ,32462 ,10105 ,55158 ,12024 ,21624 ,5957 ,14098 ,2509 ,13972 ,1821 ,12307 ,1374 ,5460 ,1461 ,1,106,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0321,충무로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,2,0,1,0,7,0,1,0,2,0,4,0,7,0,3,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0322,동대입구,14,1,1270 ,1004 ,2418 ,8075 ,5271 ,12961 ,6496 ,44248 ,5352 ,28280 ,5311 ,18247 ,7310 ,15423 ,8199 ,14086 ,9700 ,15073 ,12953 ,12331 ,13882 ,8336 ,20217 ,8770 ,33322 ,10192 ,29974 ,12880 ,14542 ,6419 ,11887 ,3999 ,13764 ,4373 ,8822 ,3658 ,2413 ,2404 ,1,331,0,0,2,1,0,0,2022-04-03 09:20:04
2022-03,3호선,0323,약수,115,0,5664 ,778,8775 ,5358 ,23228 ,14831 ,33374 ,30794 ,22428 ,18093 ,15975 ,12748 ,14777 ,11965 ,16759 ,12849 ,16785 ,13161 ,15703 ,14943 ,17816 ,15919 ,18840 ,20415 ,22327 ,23777 ,29341 ,35444 ,15570 ,22812 ,11700 ,14611 ,11610 ,13719 ,9402 ,13215 ,3544 ,8725 ,6,1914 ,0,1,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0324,금호,11,2,3898 ,453,8436 ,2738 ,22514 ,4476 ,30550 ,7774 ,18400 ,5890 ,11707 ,5891 ,10157 ,6041 ,10810 ,6998 ,10235 ,8309 ,8738 ,9021 ,8636 ,11179 ,9605 ,12961 ,9659 ,17622 ,9590 ,26325 ,6573 ,18116 ,4509 ,12275 ,3462 ,10199 ,3026 ,9903 ,983,5513 ,1,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0325,옥수,178,17,2467 ,785,8320 ,4206 ,19097 ,7962 ,24283 ,12910 ,16710 ,9562 ,11702 ,7547 ,10973 ,8319 ,11407 ,9809 ,12198 ,10914 ,11677 ,11495 ,12128 ,13389 ,13236 ,15787 ,14341 ,20564 ,15420 ,28049 ,9108 ,20531 ,6801 ,12232 ,6230 ,10852 ,4558 ,11173 ,1783 ,6414 ,1,85,0,1,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0326,압구정,53,2,2495 ,1904 ,6682 ,22477 ,13126 ,40725 ,19885 ,127966 ,16744 ,136949 ,20525 ,64968 ,26709 ,48232 ,31343 ,40695 ,33223 ,45322 ,40280 ,42258 ,47455 ,36986 ,58688 ,38812 ,77888 ,42840 ,121789 ,45345 ,83578 ,25762 ,63162 ,12290 ,45269 ,8874 ,32699 ,7692 ,8612 ,4903 ,8,1433 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0327,신사,30,0,2200 ,1389 ,4678 ,17658 ,9102 ,40935 ,14383 ,101386 ,12500 ,130596 ,16165 ,62859 ,21399 ,43004 ,26899 ,42612 ,29427 ,45704 ,36496 ,43935 ,44079 ,40562 ,54262 ,41210 ,80312 ,45338 ,123059 ,56146 ,85069 ,29700 ,55489 ,12065 ,59273 ,8583 ,52361 ,7168 ,21752 ,5261 ,2,77,1,1,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0328,잠원,4,0,950,657,3938 ,5158 ,10079 ,5823 ,13480 ,9278 ,8137 ,6254 ,5789 ,4130 ,5901 ,4241 ,6010 ,4862 ,6308 ,5688 ,6042 ,5267 ,6404 ,5859 ,8385 ,6551 ,9564 ,8420 ,8363 ,11633 ,5130 ,8846 ,3390 ,5091 ,3445 ,4870 ,2280 ,6056 ,658,3338 ,0,11,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0329,고속터미널,59,3,4092 ,3063 ,6143 ,25709 ,21848 ,37991 ,34595 ,58055 ,38262 ,77619 ,38394 ,68681 ,48036 ,70294 ,57675 ,69330 ,63043 ,70369 ,68477 ,71479 ,76204 ,74589 ,86218 ,72924 ,103928 ,77170 ,102785 ,85715 ,86052 ,54994 ,97177 ,32406 ,55246 ,24653 ,34800 ,17980 ,10142 ,10139 ,3,346,1,1,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0330,교대(법원.검찰청),40,1,1092 ,808,3187 ,5608 ,7126 ,18059 ,10809 ,41629 ,8906 ,30710 ,9322 ,13551 ,12087 ,9104 ,13428 ,8643 ,15756 ,9139 ,17563 ,8480 ,19364 ,7989 ,22126 ,8718 ,36213 ,11070 ,57338 ,14187 ,23893 ,7784 ,18849 ,3833 ,19774 ,3292 ,19659 ,3155 ,5158 ,2335 ,1,56,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0331,남부터미널(예술의전당),75,4,2290 ,1250 ,7629 ,21878 ,24328 ,52114 ,34327 ,131108 ,27644 ,69645 ,24711 ,39110 ,28436 ,29387 ,30239 ,32365 ,32908 ,35125 ,33332 ,34511 ,37869 ,34181 ,49137 ,36306 ,79072 ,41091 ,117352 ,49339 ,52446 ,32504 ,34870 ,19148 ,33435 ,15102 ,25735 ,11253 ,5654 ,8051 ,3,195,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0332,양재(서초구청),76,0,4904 ,2221 ,12882 ,38682 ,30887 ,94077 ,40158 ,208581 ,28693 ,106112 ,27217 ,45567 ,29932 ,36119 ,31790 ,34457 ,36218 ,39968 ,38250 ,33771 ,45674 ,35373 ,59221 ,36281 ,105331 ,48194 ,176158 ,62393 ,71981 ,42629 ,50098 ,26360 ,44520 ,22552 ,30647 ,20101 ,7999 ,11398 ,6,1269 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0333,매봉,7,1,1240 ,552,6003 ,7880 ,14371 ,19983 ,17246 ,57443 ,11523 ,34805 ,9765 ,13615 ,9816 ,10040 ,10738 ,9887 ,11382 ,10457 ,12866 ,8911 ,14849 ,10083 ,17121 ,10685 ,31663 ,14199 ,53057 ,19326 ,19356 ,13229 ,12210 ,7502 ,13212 ,6212 ,8533 ,6408 ,2312 ,3771 ,6,481,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0334,도곡,35,13,971,346,2929 ,4571 ,7996 ,12887 ,9574 ,17744 ,5953 ,13421 ,4558 ,6094 ,4799 ,5266 ,5711 ,5478 ,5699 ,6049 ,6147 ,5381 ,8041 ,5349 ,10240 ,5941 ,13715 ,6990 ,15162 ,9328 ,7602 ,7058 ,5175 ,4295 ,4512 ,3561 ,3843 ,3743 ,738,2407 ,6,1469 ,5,4,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0335,대치,9,0,2264 ,642,9807 ,8700 ,20944 ,17522 ,20424 ,23886 ,12108 ,15386 ,9898 ,11002 ,10020 ,10306 ,12272 ,13337 ,12564 ,15953 ,12527 ,14993 ,14783 ,16382 ,16318 ,20525 ,23795 ,24371 ,23798 ,25984 ,15588 ,19280 ,11165 ,10130 ,13634 ,8748 ,29560 ,8413 ,2543 ,4952 ,1,45,0,1,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0336,학여울,8,1,512,219,1549 ,1446 ,3318 ,2878 ,3514 ,6464 ,2296 ,4555 ,1842 ,4692 ,2448 ,4371 ,3543 ,4591 ,3838 ,5559 ,4502 ,5633 ,5802 ,4813 ,6704 ,3418 ,7158 ,3418 ,6346 ,3907 ,3273 ,2911 ,1936 ,1756 ,1428 ,1606 ,933,1499 ,181,918,0,6,1,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0337,대청,43,2,3314 ,986,9300 ,5680 ,24104 ,13775 ,28197 ,23313 ,15945 ,10064 ,11429 ,7003 ,10612 ,6968 ,11061 ,8590 ,12063 ,9113 ,12118 ,9319 ,16107 ,11733 ,15355 ,12700 ,19194 ,16123 ,22745 ,23930 ,10143 ,19708 ,6630 ,12058 ,5467 ,10799 ,3913 ,12202 ,1095 ,6664 ,1,146,0,1,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0338,일원,6,0,1695 ,1266 ,7090 ,9240 ,19256 ,28249 ,19295 ,21761 ,13452 ,14860 ,12959 ,13595 ,14011 ,9765 ,14149 ,11934 ,12778 ,12574 ,13141 ,11731 ,17621 ,11190 ,24122 ,9746 ,29623 ,12231 ,15490 ,16832 ,8441 ,13578 ,5079 ,8515 ,3435 ,7707 ,2901 ,9191 ,874,4082 ,0,79,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0339,수서,250,7,3985 ,1972 ,10239 ,12858 ,29238 ,29322 ,37262 ,45312 ,23632 ,26645 ,22620 ,18867 ,19223 ,15221 ,25137 ,19364 ,22091 ,18813 ,18593 ,19609 ,26451 ,23127 ,30101 ,24878 ,35824 ,29388 ,42719 ,41857 ,19739 ,31697 ,18960 ,19782 ,12143 ,16001 ,11962 ,16623 ,2862 ,7452 ,1,821,0,1,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0340,가락시장,47,12,2461 ,426,6061 ,5213 ,16741 ,11235 ,18477 ,26074 ,12705 ,13661 ,10966 ,9547 ,11188 ,9390 ,11490 ,9622 ,11694 ,10258 ,11835 ,10443 ,12286 ,11565 ,13878 ,12756 ,17532 ,15078 ,24975 ,19237 ,10200 ,13890 ,7183 ,9508 ,6336 ,7619 ,4485 ,7071 ,1245 ,3743 ,10,1173 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0341,경찰병원,20,0,2122 ,260,6083 ,2859 ,19492 ,7852 ,22290 ,25003 ,12552 ,12225 ,9398 ,7027 ,8132 ,5372 ,7693 ,6457 ,8071 ,7715 ,7787 ,7319 ,8320 ,7231 ,8596 ,8311 ,12896 ,12448 ,17325 ,18219 ,6026 ,13674 ,4390 ,8531 ,4101 ,6729 ,2736 ,7158 ,581,3329 ,2,872,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,3호선,0342,오금,34,0,3332 ,4,6517 ,2006 ,22186 ,5171 ,25136 ,11860 ,12740 ,4853 ,7076 ,4176 ,6069 ,3843 ,6822 ,4574 ,6917 ,5376 ,5554 ,5116 ,5562 ,6622 ,6425 ,8018 ,8197 ,11185 ,10690 ,17976 ,4049 ,13701 ,2945 ,8404 ,2447 ,7509 ,1882 ,7990 ,446,4296 ,2,1503 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,4호선,0409,당고개,37,0,7628 ,50,16511 ,4922 ,45542 ,7215 ,41103 ,11765 ,24258 ,10274 ,16431 ,10133 ,15290 ,9904 ,15738 ,11372 ,15457 ,11717 ,14430 ,12340 ,13590 ,14957 ,13891 ,18021 ,14415 ,22282 ,13270 ,32002 ,8489 ,29306 ,5842 ,18746 ,3925 ,16274 ,2880 ,15206 ,883,11466 ,1,606,0,0,1,0,0,0,2022-04-03 09:20:04
2022-03,4호선,0410,상계,23,2,12085 ,161,31878 ,6755 ,76897 ,15881 ,64836 ,18162 ,37455 ,14914 ,25987 ,14102 ,23183 ,14201 ,25435 ,17257 ,22915 ,19166 ,21867 ,19687 ,21596 ,23310 ,24511 ,29459 ,22241 ,38578 ,20651 ,58963 ,13234 ,52659 ,9188 ,31883 ,8672 ,26643 ,9997 ,24484 ,2475 ,17250 ,2,222,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,4호선,0411,노원,109,0,9842 ,394,20448 ,6191 ,47217 ,12636 ,48327 ,27625 ,29128 ,26898 ,21100 ,20116 ,20799 ,19853 ,24761 ,23337 ,24285 ,27211 ,23866 ,26766 ,24580 ,30393 ,27696 ,36608 ,28161 ,48236 ,29518 ,73450 ,21689 ,56199 ,22625 ,30924 ,20984 ,25079 ,21177 ,21239 ,9542 ,15884 ,12,3003 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,4호선,0412,창동,1649 ,32,13450 ,2424 ,32857 ,11071 ,81281 ,16680 ,69024 ,33974 ,43206 ,26722 ,32874 ,25146 ,31726 ,25330 ,34180 ,32157 ,35906 ,36680 ,32943 ,39516 ,35087 ,42956 ,39289 ,49197 ,41676 ,57812 ,43273 ,86259 ,24156 ,70812 ,18092 ,39509 ,15795 ,32842 ,12572 ,29154 ,5516 ,20077 ,196,3376 ,6,2,0,1,0,0,2022-04-03 09:20:04
2022-03,4호선,0413,쌍문,245,15,21585 ,994,47817 ,7613 ,113038 ,14527 ,112745 ,25776 ,67058 ,17301 ,43619 ,16626 ,37479 ,18023 ,37699 ,22239 ,35501 ,24935 ,30844 ,26876 ,28619 ,35758 ,31266 ,45894 ,31341 ,58917 ,30191 ,95194 ,18711 ,87341 ,13047 ,53368 ,10518 ,45879 ,8345 ,40983 ,3374 ,28489 ,9,984,1,1,0,0,0,0,2022-04-03 09:20:04
2022-03,4호선,0414,수유(강북구청),62,14,17645 ,2745 ,42045 ,9555 ,102498 ,19455 ,109432 ,50851 ,67500 ,35026 ,46687 ,27415 ,43811 ,27893 ,46375 ,31274 ,44430 ,35271 ,42163 ,39429 ,40866 ,46652 ,44733 ,60515 ,49684 ,74797 ,55622 ,113445 ,32185 ,97198 ,23041 ,57765 ,20605 ,48991 ,18439 ,44475 ,9624 ,31813 ,3,398,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,4호선,0415,미아(서울사이버대학),44,2,9361 ,1255 ,18741 ,4575 ,42991 ,16935 ,47311 ,30070 ,28965 ,16251 ,20622 ,13561 ,19672 ,15960 ,20186 ,14588 ,20105 ,16233 ,19442 ,18544 ,19973 ,21753 ,23718 ,24413 ,23584 ,31326 ,24684 ,42200 ,14655 ,35078 ,9551 ,21032 ,7623 ,18837 ,7828 ,16848 ,1790 ,11928 ,5,32,0,0,1,1,0,0,2022-04-03 09:20:04
2022-03,4호선,0416,미아사거리,45,2,13344 ,1849 ,32535 ,7270 ,84958 ,17870 ,88435 ,30341 ,53204 ,30299 ,36065 ,24060 ,33754 ,24161 ,34995 ,27882 ,34998 ,30213 ,33432 ,33596 ,35164 ,40359 ,40852 ,49544 ,38592 ,60927 ,38721 ,89998 ,27331 ,71054 ,26561 ,39671 ,14928 ,35486 ,12036 ,31466 ,4980 ,20241 ,2,9,0,1,0,0,0,0,2022-04-03 09:20:04
