사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-03,7호선,2751,천왕,12,0,6647 ,972,15565 ,4420 ,45551 ,8327 ,51835 ,13338 ,26345 ,7027 ,14200 ,5762 ,11886 ,6988 ,12430 ,8767 ,11881 ,9490 ,10415 ,10140 ,10055 ,12752 ,12710 ,15991 ,12292 ,23724 ,12296 ,40631 ,6536 ,33979 ,4394 ,18857 ,3284 ,15476 ,2478 ,13839 ,725,8394 ,10,903,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2752,온수(성공회대입구),109,1,6370 ,777,14596 ,3134 ,43190 ,10101 ,49542 ,14645 ,20551 ,7319 ,10659 ,5729 ,9535 ,5665 ,10225 ,7251 ,9787 ,7701 ,8810 ,8042 ,9378 ,9764 ,12781 ,12347 ,12155 ,19974 ,11589 ,36622 ,5829 ,28592 ,3846 ,15729 ,3519 ,14333 ,2434 ,11403 ,973,9594 ,6,3808 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2753,까치울,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2754,부천종합운동장,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2755,춘의,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2756,신중동,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2757,부천시청,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2758,상동,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2759,삼산체육관,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2760,굴포천,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,7호선,2761,부평구청,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2811,암사,17,0,13041 ,937,24506 ,4951 ,69960 ,8468 ,90892 ,18516 ,43595 ,11273 ,22904 ,11662 ,19841 ,12620 ,22223 ,13455 ,21162 ,16559 ,17765 ,17693 ,16705 ,20923 ,17994 ,27205 ,19015 ,37715 ,20375 ,62140 ,11638 ,53047 ,8950 ,27989 ,6666 ,22803 ,4812 ,23919 ,1736 ,13469 ,4,1698 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2812,천호(풍납토성),53,0,10042 ,1610 ,14886 ,9673 ,35895 ,12036 ,50157 ,23176 ,28554 ,21213 ,16394 ,15578 ,15684 ,15832 ,17110 ,17949 ,17403 ,19580 ,17130 ,20781 ,17960 ,24881 ,20265 ,27163 ,23797 ,39955 ,25931 ,60278 ,17094 ,39955 ,14127 ,22664 ,11166 ,19791 ,8512 ,16948 ,3942 ,10957 ,7,1803 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2813,강동구청,5,0,4495 ,897,9888 ,4583 ,27598 ,13587 ,36444 ,32574 ,19994 ,12706 ,12672 ,8622 ,11490 ,8525 ,12022 ,9478 ,11637 ,10566 ,11319 ,10781 ,11271 ,12215 ,13394 ,14605 ,16209 ,20111 ,25136 ,31336 ,8819 ,22543 ,6309 ,13329 ,5667 ,12301 ,3818 ,10915 ,1191 ,6777 ,3,669,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2814,몽촌토성(평화의문),1,0,1319 ,1275 ,3370 ,5390 ,10364 ,8882 ,14890 ,21689 ,8280 ,11081 ,6118 ,7262 ,5975 ,5473 ,6503 ,6266 ,7082 ,7227 ,7135 ,6271 ,7795 ,6910 ,10828 ,7935 ,13146 ,9455 ,18677 ,13789 ,7800 ,10229 ,5730 ,6385 ,5872 ,5372 ,4423 ,4728 ,2237 ,3010 ,2,126,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2815,잠실(송파구청),13,1,1265 ,2016 ,4151 ,8163 ,8250 ,24511 ,11818 ,61672 ,8814 ,31481 ,8401 ,21794 ,10453 ,22482 ,12714 ,22359 ,14542 ,24600 ,17717 ,23790 ,22124 ,22348 ,25202 ,24218 ,35455 ,28207 ,52407 ,33394 ,29960 ,17049 ,27372 ,8884 ,24817 ,6232 ,19267 ,5022 ,6781 ,3461 ,1,468,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2816,석촌,1,0,2659 ,559,5143 ,3290 ,14524 ,7221 ,20850 ,19606 ,11864 ,14511 ,8720 ,10073 ,8322 ,11090 ,9521 ,11160 ,9894 ,12080 ,9352 ,12049 ,10231 ,12283 ,11760 ,14772 ,14454 ,18045 ,16923 ,25444 ,10023 ,16709 ,8514 ,10420 ,8481 ,8156 ,7197 ,7419 ,2508 ,5230 ,8,615,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2817,송파,0,0,2263 ,565,6451 ,4391 ,20947 ,10627 ,25765 ,15825 ,13550 ,8808 ,9450 ,6086 ,8938 ,6572 ,9469 ,7192 ,9345 ,8445 ,8408 ,8651 ,10226 ,9779 ,12925 ,11423 ,11277 ,15370 ,13603 ,22737 ,7488 ,18213 ,5194 ,9419 ,3893 ,8580 ,3049 ,8148 ,1078 ,4712 ,4,606,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2818,가락시장,66,0,2587 ,2050 ,4856 ,6381 ,9368 ,12758 ,11658 ,35221 ,8603 ,14896 ,8468 ,10519 ,8735 ,8875 ,8809 ,9199 ,9040 ,9826 ,10358 ,8795 ,11720 ,10058 ,12088 ,10968 ,15745 ,12600 ,24926 ,16038 ,10165 ,11974 ,8703 ,7366 ,8765 ,6840 ,7041 ,4816 ,2843 ,3485 ,9,1736 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2819,문정,9,1,1850 ,3036 ,5603 ,12214 ,18873 ,48552 ,27669 ,155273 ,16345 ,72567 ,13450 ,23606 ,14415 ,14923 ,15780 ,14875 ,17580 ,17029 ,20553 ,15153 ,22955 ,15475 ,27370 ,16503 ,67862 ,20323 ,114915 ,28816 ,39788 ,20872 ,24957 ,11955 ,21523 ,10431 ,17875 ,9078 ,4961 ,5746 ,5,123,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2820,장지,18,2,5213 ,2659 ,15299 ,12218 ,40971 ,27014 ,48933 ,44615 ,25920 ,27919 ,16343 ,16173 ,14765 ,16057 ,16366 ,19567 ,17701 ,17377 ,17072 ,19881 ,19490 ,21523 ,27784 ,24009 ,38457 ,27628 ,41639 ,45034 ,23762 ,32020 ,20282 ,18423 ,15882 ,13927 ,10233 ,14040 ,3361 ,8434 ,3,176,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2821,복정,16,0,3955 ,1967 ,8701 ,8316 ,24241 ,9826 ,30441 ,15834 ,18651 ,11855 ,11102 ,6743 ,9313 ,6245 ,10400 ,8606 ,10439 ,8037 ,9515 ,8014 ,11459 ,8726 ,15358 ,11451 ,19954 ,16726 ,21501 ,25112 ,11575 ,17856 ,7007 ,11987 ,5803 ,9905 ,4936 ,9802 ,1748 ,4607 ,10,312,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2822,산성,17,0,3534 ,616,7035 ,2628 ,19457 ,2895 ,22543 ,8492 ,11335 ,4448 ,7411 ,4447 ,6608 ,4307 ,6866 ,4584 ,6847 ,4841 ,5841 ,5197 ,6906 ,6637 ,7633 ,8228 ,7419 ,11594 ,6306 ,18409 ,2965 ,15858 ,1899 ,9681 ,1565 ,8428 ,994,7482 ,501,4914 ,0,627,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2823,남한산성입구(성남법원.검찰청),34,6,9776 ,1528 ,18811 ,4716 ,46212 ,10399 ,59665 ,28861 ,29362 ,23767 ,17786 ,11711 ,17294 ,10222 ,19981 ,12808 ,17434 ,14342 ,15004 ,13316 ,17466 ,15598 ,21301 ,19155 ,24003 ,25977 ,21988 ,42206 ,9611 ,33434 ,6230 ,19989 ,4640 ,18954 ,3426 ,16623 ,1081 ,10506 ,11,1213 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2824,단대오거리,1,0,7500 ,1689 ,14372 ,6912 ,32376 ,10188 ,38410 ,22298 ,19933 ,11125 ,13560 ,7672 ,12552 ,8609 ,15089 ,9309 ,13811 ,9954 ,12190 ,11166 ,12939 ,14005 ,17475 ,17114 ,20270 ,21007 ,20920 ,32710 ,9212 ,26955 ,6225 ,15650 ,4714 ,14503 ,3656 ,13277 ,1013 ,8218 ,11,1040 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2825,신흥,2,0,3051 ,406,4857 ,2758 ,10084 ,3141 ,13958 ,6502 ,7837 ,4180 ,5241 ,4019 ,5408 ,4217 ,5548 ,4638 ,5802 ,5604 ,5457 ,6292 ,5745 ,6898 ,7102 ,8779 ,7438 ,9893 ,6941 ,14020 ,3790 ,11273 ,3054 ,6747 ,2439 ,6045 ,1688 ,4947 ,706,3160 ,4,326,1,1,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2826,수진,0,0,3669 ,415,6137 ,2070 ,15073 ,3400 ,20476 ,11234 ,10794 ,4877 ,7272 ,4466 ,6915 ,4503 ,7489 ,5237 ,7249 ,6282 ,5968 ,6472 ,6747 ,7627 ,9720 ,8628 ,8650 ,9707 ,7266 ,14263 ,4283 ,11172 ,2852 ,7472 ,2453 ,6757 ,1985 ,5834 ,716,3922 ,8,464,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2827,모란,12,0,1826 ,535,2783 ,3037 ,7422 ,3960 ,10923 ,8688 ,5995 ,4896 ,5414 ,5406 ,6131 ,5556 ,6698 ,6533 ,7134 ,6918 ,8737 ,5848 ,8718 ,6178 ,11149 ,6952 ,9287 ,7720 ,9436 ,9040 ,5355 ,5475 ,3830 ,3209 ,3728 ,3051 ,3657 ,2400 ,2542 ,1754 ,3,344,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,8호선,2828,남위례,1,0,671,368,3313 ,1902 ,12175 ,4628 ,13553 ,14857 ,7244 ,6236 ,4854 ,3709 ,4444 ,3540 ,5059 ,4200 ,5203 ,4807 ,4875 ,4541 ,5943 ,5412 ,7847 ,6901 ,9359 ,9276 ,10908 ,15005 ,4381 ,10807 ,3042 ,5358 ,3091 ,5101 ,2599 ,5019 ,884,3346 ,1,6,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4101,개화,4,2,1306 ,208,4465 ,2536 ,10749 ,2931 ,6715 ,5319 ,2379 ,2675 ,1690 ,1886 ,1705 ,1866 ,1748 ,2013 ,1931 ,1893 ,1947 ,1671 ,2072 ,1805 ,3458 ,1747 ,5013 ,2598 ,5382 ,4439 ,2392 ,4042 ,1460 ,2364 ,1707 ,1434 ,442,1253 ,172,703,0,137,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4102,김포공항,6,0,1178 ,1127 ,2674 ,10549 ,7259 ,18154 ,8911 ,22491 ,7184 ,17804 ,6736 ,14503 ,9993 ,20136 ,10228 ,19847 ,11312 ,20887 ,12796 ,19694 ,13301 ,18957 ,13036 ,21508 ,15794 ,22557 ,18271 ,25296 ,13393 ,17260 ,13580 ,7032 ,13273 ,3178 ,6469 ,2352 ,795,1686 ,28,578,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4103,공항시장,1,0,3056 ,132,4287 ,1070 ,9084 ,1748 ,9703 ,3836 ,5848 ,2761 ,3900 ,2855 ,3919 ,3218 ,4378 ,3547 ,4159 ,3923 ,3948 ,3962 ,3834 ,4588 ,4149 ,6128 ,4179 ,6720 ,3915 ,10531 ,2640 ,9106 ,2108 ,5674 ,1852 ,4919 ,1209 ,4478 ,580,3335 ,1,222,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4104,신방화,7,0,4288 ,556,9550 ,2310 ,25021 ,4754 ,23635 ,10942 ,12476 ,5938 ,9105 ,5034 ,8250 ,5819 ,9497 ,6858 ,8938 ,7060 ,7924 ,6814 ,8279 ,9833 ,9170 ,10519 ,8309 ,12873 ,9033 ,22275 ,5306 ,18397 ,3988 ,10328 ,3027 ,9151 ,2189 ,8536 ,818,5713 ,4,146,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4105,마곡나루(서울식물원),3,0,3257 ,786,8514 ,7945 ,25633 ,14752 ,25335 ,42898 ,12345 ,19081 ,9373 ,10945 ,10109 ,10041 ,11843 ,10279 ,12057 ,11298 ,12497 ,11347 ,14416 ,11735 ,17661 ,13616 ,28345 ,19292 ,39812 ,30014 ,16768 ,26286 ,13153 ,13837 ,13117 ,11556 ,11066 ,11419 ,5212 ,7993 ,14,547,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4106,양천향교,8,0,3784 ,1143 ,8585 ,6161 ,26577 ,9755 ,27651 ,36098 ,12450 ,15974 ,9930 ,8056 ,10301 ,7455 ,11428 ,8893 ,11492 ,8941 ,11089 ,9696 ,11906 ,9125 ,14660 ,11012 ,18644 ,15265 ,29771 ,24979 ,11056 ,22411 ,6897 ,13859 ,5526 ,11551 ,4096 ,11302 ,1367 ,8289 ,1,183,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4107,가양,94,0,13120 ,1337 ,21481 ,6900 ,62174 ,22552 ,66501 ,41711 ,35234 ,22641 ,25729 ,15457 ,25138 ,16079 ,26428 ,17608 ,25103 ,19471 ,22650 ,20668 ,23868 ,23720 ,26462 ,29096 ,31236 ,35662 ,40711 ,59602 ,17166 ,51413 ,12116 ,28683 ,10245 ,27305 ,6947 ,23657 ,2054 ,15532 ,2,810,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4108,증미,2,0,2185 ,765,6568 ,3343 ,18910 ,7508 ,19162 ,29521 ,10109 ,10765 ,7377 ,6202 ,7478 ,5277 ,7811 ,5991 ,7732 ,6641 ,7657 ,6916 ,7849 ,8080 ,9312 ,8461 ,14274 ,10008 ,25334 ,18190 ,7767 ,15203 ,4611 ,7833 ,4063 ,6993 ,2209 ,6099 ,778,4436 ,0,1,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4109,등촌,7,0,4796 ,673,13132 ,2979 ,37585 ,6307 ,45205 ,15982 ,20695 ,9952 ,14838 ,8543 ,14303 ,9357 ,14287 ,10608 ,13981 ,11718 ,13044 ,12425 ,13083 ,14913 ,13454 ,17041 ,13547 ,23740 ,15865 ,36984 ,7966 ,30757 ,5944 ,17546 ,5085 ,13310 ,3920 ,12826 ,1560 ,9118 ,0,2,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4110,염창,16,0,10706 ,660,22466 ,4524 ,67591 ,7701 ,73299 ,18503 ,37843 ,9814 ,21899 ,8555 ,19412 ,9663 ,20381 ,12421 ,19007 ,13792 ,16643 ,15422 ,15014 ,19576 ,16397 ,23008 ,18634 ,38644 ,20870 ,62179 ,11278 ,53906 ,8034 ,32866 ,7002 ,26555 ,5307 ,25593 ,1798 ,18108 ,4,619,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4111,신목동,3,0,1498 ,342,4861 ,1673 ,16731 ,2918 ,15971 ,5186 ,7293 ,2117 ,4560 ,2279 ,4436 ,2628 ,4571 ,2946 ,4380 ,3926 ,4253 ,3377 ,3959 ,3711 ,4854 ,4900 ,5489 ,7177 ,5325 ,11919 ,2330 ,9989 ,1451 ,5120 ,1368 ,5352 ,1312 ,4813 ,385,3224 ,4,197,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4112,선유도,3,0,1631 ,1259 ,4888 ,4650 ,17854 ,14502 ,21281 ,36377 ,9629 ,15664 ,6467 ,6436 ,6917 ,6172 ,7770 ,5934 ,7583 ,6910 ,7883 ,6621 ,9279 ,7260 ,10889 ,8219 ,19661 ,10075 ,34393 ,17906 ,11855 ,14079 ,6605 ,7518 ,5476 ,6589 ,4271 ,6049 ,1369 ,4225 ,0,126,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4113,당산,43,0,7276 ,1154 ,15102 ,5314 ,45478 ,13515 ,52194 ,37121 ,28440 ,19920 ,20809 ,13090 ,20859 ,14548 ,22580 ,15558 ,21895 ,17823 ,20333 ,17630 ,20832 ,19995 ,22390 ,23995 ,28940 ,37621 ,40637 ,58612 ,19716 ,42821 ,15406 ,25952 ,14676 ,24940 ,13365 ,24364 ,5525 ,16625 ,5,651,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4114,국회의사당,1,0,914,1523 ,1716 ,7784 ,3380 ,33928 ,5436 ,119564 ,4867 ,53752 ,5424 ,19803 ,8296 ,14629 ,10312 ,12872 ,12297 ,13674 ,16374 ,11838 ,18421 ,8695 ,22695 ,8344 ,49792 ,9904 ,89167 ,8950 ,31254 ,5276 ,19260 ,3073 ,16677 ,2564 ,11543 ,2355 ,3755 ,1497 ,0,4,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4115,여의도,8,0,2482 ,2130 ,3625 ,18074 ,8314 ,111110 ,9584 ,141918 ,8888 ,55745 ,10875 ,24494 ,15455 ,24944 ,16272 ,24678 ,20070 ,26853 ,23112 ,23553 ,30695 ,21545 ,42332 ,20077 ,111882 ,20748 ,127555 ,24265 ,60478 ,14124 ,47502 ,7580 ,35249 ,6292 ,21733 ,5623 ,6488 ,3155 ,0,793,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4116,샛강,4,0,808,858,1919 ,3590 ,4456 ,13826 ,5292 ,32643 ,3907 ,11938 ,3765 ,6617 ,4253 ,6016 ,4573 ,5207 ,5361 ,5582 ,5943 ,5417 ,7013 ,4587 ,8485 ,5565 ,16105 ,7015 ,26367 ,9224 ,9881 ,4990 ,6563 ,2988 ,6308 ,2438 ,5061 ,2371 ,2484 ,1544 ,0,61,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4117,노량진,367,0,14952 ,1787 ,21919 ,12388 ,56440 ,39898 ,80520 ,61716 ,42496 ,33749 ,27181 ,21480 ,25847 ,21580 ,30398 ,27230 ,33627 ,30469 ,27545 ,25456 ,26861 ,29149 ,31382 ,35056 ,42036 ,50598 ,51081 ,75326 ,27217 ,49918 ,25790 ,32538 ,32625 ,30407 ,37416 ,28642 ,7960 ,19462 ,1,887,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4118,노들,15,0,3351 ,213,4817 ,1228 ,14529 ,2097 ,17694 ,3733 ,9612 ,2454 ,6349 ,2781 ,5468 ,2813 ,5768 ,3532 ,6056 ,4044 ,5117 ,4248 ,4465 ,5880 ,5217 ,6534 ,5474 ,7979 ,5480 ,14335 ,3326 ,10185 ,2305 ,6198 ,1696 ,5684 ,1458 ,5288 ,489,3589 ,0,1,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4119,흑석(중앙대입구),8,1,2989 ,1200 ,5285 ,6079 ,14412 ,11156 ,18147 ,20237 ,11626 ,12131 ,9813 ,12453 ,10650 ,10078 ,12828 ,11590 ,12394 ,12347 ,12722 ,11458 ,14703 ,11276 ,17600 ,13416 ,20974 ,17247 ,17996 ,24564 ,9870 ,15075 ,8276 ,10745 ,8613 ,8427 ,8995 ,8747 ,3852 ,6393 ,0,6,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4120,동작(현충원),11,0,1032 ,111,1287 ,1595 ,4412 ,1594 ,5323 ,2707 ,3381 ,1796 ,2325 ,1814 ,2458 ,1930 ,2609 ,2379 ,3380 ,2512 ,3221 ,2718 ,3296 ,2386 ,4046 ,2470 ,4365 ,3188 ,4774 ,4594 ,2493 ,3316 ,2002 ,1790 ,1460 ,1726 ,1015 ,1620 ,382,1297 ,7,1263 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4121,구반포,0,0,162,193,511,1336 ,1142 ,2886 ,1787 ,4577 ,1226 ,3085 ,1098 ,1951 ,1204 ,1646 ,1617 ,1927 ,1895 ,2463 ,2273 ,1645 ,2525 ,1662 ,3147 ,1706 ,3635 ,1677 ,4661 ,2401 ,1963 ,1498 ,1511 ,768,978,745,859,646,192,575,0,28,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4122,신반포,0,0,399,686,1530 ,9281 ,4911 ,6479 ,5935 ,8254 ,3863 ,4768 ,2845 ,3632 ,3160 ,2825 ,3697 ,3215 ,4035 ,4229 ,4083 ,3925 ,5965 ,4021 ,11757 ,3993 ,10878 ,4190 ,7521 ,6739 ,4266 ,4672 ,2838 ,2641 ,2470 ,2442 ,1876 ,2509 ,529,1775 ,0,3,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4123,고속터미널,6,0,1626 ,1236 ,4151 ,11879 ,13872 ,15254 ,17388 ,24405 ,13492 ,24001 ,11580 ,23191 ,13482 ,23342 ,15295 ,24181 ,17080 ,25616 ,18651 ,26320 ,21154 ,26328 ,24649 ,28008 ,28428 ,30411 ,28262 ,36197 ,23347 ,24272 ,19541 ,14703 ,14887 ,13432 ,12827 ,11693 ,3776 ,6228 ,1,15,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4124,사평,0,0,663,151,2644 ,1700 ,8446 ,4660 ,9939 ,6743 ,5610 ,3033 ,4007 ,2689 ,3726 ,3031 ,4423 ,3429 ,4459 ,4039 ,4375 ,4088 ,4537 ,4156 ,6386 ,5574 ,5798 ,6728 ,6640 ,9066 ,3877 ,7455 ,2286 ,3854 ,1778 ,3716 ,1712 ,3934 ,449,2366 ,0,1,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,9호선,4125,신논현,17,0,2326 ,1424 ,10975 ,13495 ,28329 ,36786 ,37829 ,82320 ,25601 ,92017 ,22824 ,47563 ,27441 ,36091 ,32500 ,36307 ,34871 ,41744 ,37918 ,39330 ,42832 ,37659 ,51744 ,42777 ,69191 ,52072 ,97066 ,78948 ,66563 ,43794 ,48768 ,22475 ,50050 ,18333 ,48742 ,15086 ,23604 ,9856 ,5,789,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,공항철도 1호선,4201,서울역,162,1,1965 ,527,1686 ,7846 ,9079 ,12535 ,9343 ,18854 ,7018 ,12891 ,7225 ,10877 ,8436 ,9765 ,9863 ,10184 ,11192 ,9709 ,9216 ,8384 ,13062 ,9842 ,15206 ,9707 ,18301 ,11630 ,23272 ,14577 ,15794 ,11186 ,10430 ,6765 ,12085 ,5902 ,8293 ,5046 ,3687 ,2598 ,4,1185 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,공항철도 1호선,4202,공덕,57,1,1021 ,130,1647 ,1274 ,4941 ,3099 ,4622 ,8947 ,2643 ,4252 ,1955 ,2849 ,1990 ,2576 ,2289 ,2949 ,2322 ,2906 ,2028 ,2692 ,2272 ,3072 ,2914 ,3843 ,4317 ,5696 ,7562 ,8922 ,3341 ,5868 ,2450 ,3240 ,2418 ,2697 ,1806 ,2989 ,842,2162 ,36,793,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,공항철도 1호선,4203,홍대입구,66,3,1898 ,223,3034 ,2383 ,7585 ,6002 ,10768 ,18850 ,6420 ,18780 ,5050 ,13047 ,6532 ,14671 ,8514 ,17856 ,10208 ,19211 ,11765 ,17459 ,14109 ,17345 ,17889 ,18653 ,23506 ,20775 ,29155 ,26610 ,22925 ,16376 ,20721 ,7381 ,23169 ,6228 ,22968 ,5701 ,10303 ,4618 ,317,1181 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,공항철도 1호선,4204,디지털미디어시티,96,14,2419 ,708,5846 ,4836 ,15568 ,22983 ,16983 ,79708 ,9454 ,34290 ,6542 ,11602 ,7293 ,8801 ,8066 ,9796 ,9070 ,9424 ,9391 ,7945 ,11114 ,8173 ,14010 ,9255 ,34343 ,13035 ,76247 ,20896 ,30033 ,13700 ,16072 ,7396 ,14154 ,6775 ,13926 ,6272 ,4914 ,4029 ,219,1094 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,공항철도 1호선,4206,마곡나루(서울식물원),10,1,1716 ,657,3309 ,6749 ,11773 ,21100 ,12114 ,52824 ,6558 ,19365 ,3903 ,6529 ,4589 ,4544 ,5410 ,4869 ,5245 ,5213 ,5351 ,5211 ,7039 ,4860 ,12538 ,5584 ,35276 ,8478 ,39992 ,12854 ,14330 ,8740 ,8631 ,5389 ,6071 ,4894 ,4092 ,4716 ,1569 ,3175 ,181,2164 ,4,5,0,0,0,0,2022-04-03 09:20:04
2022-03,공항철도 1호선,4207,김포공항,9,1,1789 ,1618 ,2896 ,9796 ,6311 ,19103 ,11685 ,18660 ,13616 ,10562 ,14050 ,8543 ,19840 ,10527 ,18448 ,11374 ,20436 ,11587 ,22091 ,9869 ,21013 ,9084 ,18914 ,10631 ,24846 ,10882 ,28934 ,11329 ,20507 ,7725 ,19440 ,3626 ,23728 ,1480 ,18674 ,1393 ,2106 ,878,67,438,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,공항철도 1호선,4208,계양,7,0,7620 ,556,20122 ,3188 ,52382 ,3735 ,43490 ,5467 ,22101 ,4733 ,13432 ,3651 ,12228 ,3959 ,12006 ,5182 ,10140 ,6633 ,8113 ,7665 ,7938 ,9794 ,9623 ,13797 ,9764 ,21205 ,7315 ,39174 ,4607 ,36825 ,3038 ,20851 ,2589 ,18423 ,1669 ,17674 ,687,11771 ,117,2880 ,0,0,0,0,0,0,2022-04-03 09:20:04
