0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
행정구역,2022년03월_계_총인구수,2022년03월_계_연령구간인구수,2022년03월_계_0~9세,2022년03월_계_10~19세,2022년03월_계_20~29세,2022년03월_계_30~39세,2022년03월_계_40~49세,2022년03월_계_50~59세,2022년03월_계_60~69세,2022년03월_계_70~79세,2022년03월_계_80~89세,2022년03월_계_90~99세,2022년03월_계_100세 이상,2022년03월_남_총인구수,2022년03월_남_연령구간인구수,2022년03월_남_0~9세,2022년03월_남_10~19세,2022년03월_남_20~29세,2022년03월_남_30~39세,2022년03월_남_40~49세,2022년03월_남_50~59세,2022년03월_남_60~69세,2022년03월_남_70~79세,2022년03월_남_80~89세,2022년03월_남_90~99세,2022년03월_남_100세 이상,2022년03월_여_총인구수,2022년03월_여_연령구간인구수,2022년03월_여_0~9세,2022년03월_여_10~19세,2022년03월_여_20~29세,2022년03월_여_30~39세,2022년03월_여_40~49세,2022년03월_여_50~59세,2022년03월_여_60~69세,2022년03월_여_70~79세,2022년03월_여_80~89세,2022년03월_여_90~99세,2022년03월_여_100세 이상
충청남도 당진시 (4427000000),166971 ,166971 ,14226 ,15880 ,15470 ,21277 ,27258 ,26660 ,22963 ,13439 ,8500 ,1258 ,40 ,88907 ,88907 ,7202 ,8343 ,9099 ,12210 ,15318 ,15081 ,11919 ,6364 ,3048 ,321 ,2 ,78064 ,78064 ,7024 ,7537 ,6371 ,9067 ,11940 ,11579 ,11044 ,7075 ,5452 ,937 ,38 
충청남도 금산군 (4471000000),50290 ,50290 ,2222 ,4141 ,3619 ,3253 ,5874 ,8836 ,10483 ,6743 ,4486 ,621 ,12 ,25381 ,25381 ,1122 ,2164 ,2098 ,1714 ,3202 ,4895 ,5392 ,3143 ,1493 ,156 ,2 ,24909 ,24909 ,1100 ,1977 ,1521 ,1539 ,2672 ,3941 ,5091 ,3600 ,2993 ,465 ,10 
충청남도 부여군 (4476000000),63324 ,63324 ,2571 ,4352 ,4859 ,4033 ,6671 ,10154 ,13650 ,9294 ,6618 ,1087 ,35 ,31454 ,31454 ,1371 ,2317 ,2798 ,2187 ,3643 ,5336 ,6912 ,4270 ,2345 ,270 ,5 ,31870 ,31870 ,1200 ,2035 ,2061 ,1846 ,3028 ,4818 ,6738 ,5024 ,4273 ,817 ,30 
충청남도 서천군 (4477000000),50597 ,50597 ,2087 ,3285 ,3525 ,3112 ,5392 ,8152 ,10575 ,8024 ,5489 ,938 ,18 ,24973 ,24973 ,1049 ,1673 ,2080 ,1705 ,2915 ,4470 ,5231 ,3669 ,1950 ,230 ,1 ,25624 ,25624 ,1038 ,1612 ,1445 ,1407 ,2477 ,3682 ,5344 ,4355 ,3539 ,708 ,17 
충청남도 청양군 (4479000000),30547 ,30547 ,1148 ,2083 ,2459 ,1941 ,2925 ,4989 ,6587 ,4470 ,3413 ,523 ,9 ,15553 ,15553 ,585 ,1106 ,1456 ,1101 ,1699 ,2766 ,3379 ,2095 ,1220 ,143 ,3 ,14994 ,14994 ,563 ,977 ,1003 ,840 ,1226 ,2223 ,3208 ,2375 ,2193 ,380 ,6 
충청남도 홍성군 (4480000000),99125 ,99125 ,7226 ,9484 ,9089 ,9916 ,14219 ,15629 ,15747 ,10105 ,6692 ,988 ,30 ,49372 ,49372 ,3764 ,4907 ,5015 ,5121 ,7324 ,8280 ,7784 ,4595 ,2340 ,237 ,5 ,49753 ,49753 ,3462 ,4577 ,4074 ,4795 ,6895 ,7349 ,7963 ,5510 ,4352 ,751 ,25 
충청남도 예산군 (4481000000),76443 ,76443 ,3216 ,5327 ,6324 ,5698 ,8918 ,12860 ,15757 ,10295 ,7058 ,956 ,34 ,38390 ,38390 ,1661 ,2767 ,3612 ,3154 ,4838 ,6946 ,7863 ,4740 ,2583 ,222 ,4 ,38053 ,38053 ,1555 ,2560 ,2712 ,2544 ,4080 ,5914 ,7894 ,5555 ,4475 ,734 ,30 
충청남도 태안군 (4482500000),61437 ,61437 ,2760 ,4174 ,4634 ,4545 ,7393 ,10469 ,12990 ,8805 ,4907 ,743 ,17 ,30989 ,30989 ,1391 ,2160 ,2730 ,2503 ,4134 ,5620 ,6320 ,4211 ,1758 ,157 ,5 ,30448 ,30448 ,1369 ,2014 ,1904 ,2042 ,3259 ,4849 ,6670 ,4594 ,3149 ,586 ,12 
전라북도  (4500000000),1782205 ,1782205 ,117031 ,168806 ,204092 ,179705 ,258952 ,299346 ,270226 ,169224 ,99211 ,15197 ,415 ,886928 ,886928 ,60015 ,87441 ,110688 ,92988 ,132851 ,155603 ,133879 ,76189 ,33856 ,3361 ,57 ,895277 ,895277 ,57016 ,81365 ,93404 ,86717 ,126101 ,143743 ,136347 ,93035 ,65355 ,11836 ,358 
전라북도 전주시 (4511000000),655879 ,655879 ,50394 ,69747 ,91521 ,80240 ,104757 ,107696 ,81736 ,44912 ,21681 ,3122 ,73 ,322705 ,322705 ,25806 ,36037 ,48172 ,40689 ,51231 ,53099 ,38762 ,20148 ,8020 ,731 ,10 ,333174 ,333174 ,24588 ,33710 ,43349 ,39551 ,53526 ,54597 ,42974 ,24764 ,13661 ,2391 ,63 
전라북도 전주시 완산구 (4511100000),334531 ,334531 ,22555 ,34194 ,48019 ,38818 ,51056 ,57377 ,44670 ,24355 ,11678 ,1766 ,43 ,162897 ,162897 ,11605 ,17803 ,24972 ,19714 ,24486 ,27769 ,20938 ,10943 ,4254 ,407 ,6 ,171634 ,171634 ,10950 ,16391 ,23047 ,19104 ,26570 ,29608 ,23732 ,13412 ,7424 ,1359 ,37 
전라북도 전주시 덕진구 (4511300000),321348 ,321348 ,27839 ,35553 ,43502 ,41422 ,53701 ,50319 ,37066 ,20557 ,10003 ,1356 ,30 ,159808 ,159808 ,14201 ,18234 ,23200 ,20975 ,26745 ,25330 ,17824 ,9205 ,3766 ,324 ,4 ,161540 ,161540 ,13638 ,17319 ,20302 ,20447 ,26956 ,24989 ,19242 ,11352 ,6237 ,1032 ,26 
전라북도 전주시효자출장소 (4511800000),0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라북도 군산시 (4513000000),264656 ,264656 ,19049 ,25965 ,28640 ,28428 ,42560 ,44436 ,39297 ,23350 ,11116 ,1775 ,40 ,133921 ,133921 ,9678 ,13436 ,15810 ,14907 ,22255 ,23394 ,19425 ,10742 ,3898 ,371 ,5 ,130735 ,130735 ,9371 ,12529 ,12830 ,13521 ,20305 ,21042 ,19872 ,12608 ,7218 ,1404 ,35 
전라북도 익산시 (4514000000),277151 ,277151 ,17080 ,26746 ,34748 ,27007 ,40032 ,48477 ,42656 ,24699 ,13483 ,2174 ,49 ,138050 ,138050 ,8758 ,13722 ,18925 ,14145 ,20473 ,24712 ,21111 ,11198 ,4525 ,473 ,8 ,139101 ,139101 ,8322 ,13024 ,15823 ,12862 ,19559 ,23765 ,21545 ,13501 ,8958 ,1701 ,41 
전라북도 익산시함열출장소 (4514500000),0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라북도 정읍시 (4518000000),106187 ,106187 ,5711 ,9090 ,10116 ,8245 ,13969 ,18178 ,17875 ,12918 ,8742 ,1300 ,43 ,52787 ,52787 ,2934 ,4796 ,5640 ,4429 ,7312 ,9794 ,8984 ,5704 ,2919 ,267 ,8 ,53400 ,53400 ,2777 ,4294 ,4476 ,3816 ,6657 ,8384 ,8891 ,7214 ,5823 ,1033 ,35 
전라북도 남원시 (4519000000),79015 ,79015 ,4497 ,7004 ,7131 ,5966 ,10001 ,13573 ,13608 ,9543 ,6602 ,1062 ,28 ,38793 ,38793 ,2378 ,3635 ,3963 ,3096 ,5048 ,7284 ,6842 ,4129 ,2166 ,249 ,3 ,40222 ,40222 ,2119 ,3369 ,3168 ,2870 ,4953 ,6289 ,6766 ,5414 ,4436 ,813 ,25 
전라북도 김제시 (4521000000),80806 ,80806 ,3787 ,6025 ,6845 ,6094 ,9527 ,13213 ,15197 ,11038 ,7747 ,1297 ,36 ,40162 ,40162 ,1975 ,3067 ,3831 ,3260 ,5270 ,7323 ,7742 ,4934 ,2458 ,294 ,8 ,40644 ,40644 ,1812 ,2958 ,3014 ,2834 ,4257 ,5890 ,7455 ,6104 ,5289 ,1003 ,28 
전라북도 완주군 (4571000000),91041 ,91041 ,6204 ,8156 ,8600 ,8757 ,13216 ,15330 ,14971 ,9225 ,5667 ,894 ,21 ,46813 ,46813 ,3100 ,4284 ,4858 ,4532 ,7169 ,8537 ,7827 ,4347 ,1956 ,198 ,5 ,44228 ,44228 ,3104 ,3872 ,3742 ,4225 ,6047 ,6793 ,7144 ,4878 ,3711 ,696 ,16 
전라북도 진안군 (4572000000),24961 ,24961 ,1104 ,1599 ,1769 ,1485 ,2516 ,4400 ,5290 ,3705 ,2688 ,394 ,11 ,12674 ,12674 ,541 ,856 ,1016 ,735 ,1455 ,2480 ,2854 ,1741 ,914 ,82 ,0 ,12287 ,12287 ,563 ,743 ,753 ,750 ,1061 ,1920 ,2436 ,1964 ,1774 ,312 ,11 
전라북도 무주군 (4573000000),23745 ,23745 ,1037 ,1762 ,1669 ,1589 ,2698 ,4121 ,4725 ,3218 ,2555 ,349 ,22 ,11844 ,11844 ,554 ,886 ,926 ,885 ,1483 ,2284 ,2479 ,1380 ,886 ,79 ,2 ,11901 ,11901 ,483 ,876 ,743 ,704 ,1215 ,1837 ,2246 ,1838 ,1669 ,270 ,20 
전라북도 장수군 (4574000000),21645 ,21645 ,1016 ,1586 ,1535 ,1371 ,2398 ,3632 ,4394 ,3066 ,2311 ,325 ,11 ,10810 ,10810 ,526 ,807 ,882 ,706 ,1360 ,2043 ,2261 ,1405 ,734 ,85 ,1 ,10835 ,10835 ,490 ,779 ,653 ,665 ,1038 ,1589 ,2133 ,1661 ,1577 ,240 ,10 
전라북도 임실군 (4575000000),26664 ,26664 ,1251 ,1542 ,1839 ,1783 ,2610 ,4530 ,5297 ,4135 ,3170 ,490 ,17 ,13648 ,13648 ,643 ,824 ,1087 ,967 ,1574 ,2597 ,2874 ,1889 ,1071 ,119 ,3 ,13016 ,13016 ,608 ,718 ,752 ,816 ,1036 ,1933 ,2423 ,2246 ,2099 ,371 ,14 
전라북도 순창군 (4577000000),26689 ,26689 ,1214 ,2135 ,1853 ,1699 ,3056 ,4412 ,5082 ,3876 ,2923 ,421 ,18 ,13096 ,13096 ,636 ,1096 ,1064 ,849 ,1692 ,2414 ,2645 ,1644 ,941 ,114 ,1 ,13593 ,13593 ,578 ,1039 ,789 ,850 ,1364 ,1998 ,2437 ,2232 ,1982 ,307 ,17 
전라북도 고창군 (4579000000),53151 ,53151 ,2409 ,3973 ,3924 ,3500 ,5840 ,8796 ,10128 ,7958 ,5681 ,914 ,28 ,26414 ,26414 ,1282 ,2168 ,2275 ,1881 ,3313 ,4885 ,5063 ,3570 ,1809 ,167 ,1 ,26737 ,26737 ,1127 ,1805 ,1649 ,1619 ,2527 ,3911 ,5065 ,4388 ,3872 ,747 ,27 
전라북도 부안군 (4580000000),50615 ,50615 ,2278 ,3476 ,3902 ,3541 ,5772 ,8552 ,9970 ,7581 ,4845 ,680 ,18 ,25211 ,25211 ,1204 ,1827 ,2239 ,1907 ,3216 ,4757 ,5010 ,3358 ,1559 ,132 ,2 ,25404 ,25404 ,1074 ,1649 ,1663 ,1634 ,2556 ,3795 ,4960 ,4223 ,3286 ,548 ,16 
전라남도  (4600000000),1829501 ,1829501 ,121369 ,162063 ,191317 ,176138 ,252102 ,313031 ,286786 ,190699 ,117663 ,17829 ,504 ,920971 ,920971 ,61902 ,83856 ,107268 ,92702 ,134135 ,168746 ,145427 ,85510 ,37834 ,3537 ,54 ,908530 ,908530 ,59467 ,78207 ,84049 ,83436 ,117967 ,144285 ,141359 ,105189 ,79829 ,14292 ,450 
전라남도 목포시 (4611000000),218241 ,218241 ,15926 ,23729 ,26075 ,23172 ,36093 ,36295 ,30050 ,17988 ,7870 ,1014 ,29 ,108609 ,108609 ,8246 ,12125 ,14141 ,11904 ,18561 ,18423 ,14260 ,7989 ,2733 ,224 ,3 ,109632 ,109632 ,7680 ,11604 ,11934 ,11268 ,17532 ,17872 ,15790 ,9999 ,5137 ,790 ,26 
전라남도 여수시 (4613000000),276145 ,276145 ,19141 ,25487 ,32338 ,29302 ,40519 ,48151 ,42489 ,25322 ,11557 ,1791 ,48 ,140757 ,140757 ,9729 ,13150 ,18374 ,15820 ,21305 ,25347 ,20956 ,11773 ,3982 ,317 ,4 ,135388 ,135388 ,9412 ,12337 ,13964 ,13482 ,19214 ,22804 ,21533 ,13549 ,7575 ,1474 ,44 
전라남도 순천시 (4615000000),280719 ,280719 ,22224 ,29191 ,36138 ,32501 ,42412 ,49276 ,36889 ,19434 ,10872 ,1726 ,56 ,140136 ,140136 ,11391 ,15162 ,19725 ,16767 ,20895 ,24851 ,18486 ,8876 ,3629 ,351 ,3 ,140583 ,140583 ,10833 ,14029 ,16413 ,15734 ,21517 ,24425 ,18403 ,10558 ,7243 ,1375 ,53 
전라남도 나주시 (4617000000),116497 ,116497 ,9637 ,9633 ,11983 ,14267 ,16792 ,17525 ,17136 ,11317 ,7076 ,1101 ,30 ,58799 ,58799 ,4969 ,4947 ,6322 ,7434 ,9223 ,9645 ,8777 ,5048 ,2193 ,236 ,5 ,57698 ,57698 ,4668 ,4686 ,5661 ,6833 ,7569 ,7880 ,8359 ,6269 ,4883 ,865 ,25 
전라남도 광양시 (4623000000),151410 ,151410 ,12537 ,15577 ,19288 ,18124 ,23194 ,29734 ,18688 ,8458 ,4908 ,880 ,22 ,79104 ,79104 ,6369 ,8090 ,11221 ,9730 ,12062 ,16122 ,9841 ,3941 ,1583 ,145 ,0 ,72306 ,72306 ,6168 ,7487 ,8067 ,8394 ,11132 ,13612 ,8847 ,4517 ,3325 ,735 ,22 
전라남도 담양군 (4671000000),46208 ,46208 ,2137 ,2980 ,4439 ,3516 ,5095 ,8224 ,8843 ,6104 ,4207 ,636 ,27 ,23421 ,23421 ,1040 ,1541 ,2617 ,1812 ,2892 ,4560 ,4634 ,2798 ,1377 ,147 ,3 ,22787 ,22787 ,1097 ,1439 ,1822 ,1704 ,2203 ,3664 ,4209 ,3306 ,2830 ,489 ,24 
전라남도 곡성군 (4672000000),27432 ,27432 ,950 ,1822 ,2120 ,1592 ,2859 ,4731 ,5324 ,4071 ,3348 ,600 ,15 ,13505 ,13505 ,491 ,993 ,1162 ,839 ,1582 ,2640 ,2834 ,1798 ,1054 ,109 ,3 ,13927 ,13927 ,459 ,829 ,958 ,753 ,1277 ,2091 ,2490 ,2273 ,2294 ,491 ,12 
전라남도 구례군 (4673000000),25130 ,25130 ,1015 ,1739 ,1818 ,1453 ,2715 ,4517 ,4953 ,3717 ,2773 ,419 ,11 ,12233 ,12233 ,486 ,908 ,1036 ,741 ,1454 ,2506 ,2516 ,1599 ,900 ,86 ,1 ,12897 ,12897 ,529 ,831 ,782 ,712 ,1261 ,2011 ,2437 ,2118 ,1873 ,333 ,10 
전라남도 고흥군 (4677000000),62527 ,62527 ,2338 ,3624 ,3772 ,3331 ,5922 ,9932 ,13012 ,11271 ,7878 ,1402 ,45 ,30465 ,30465 ,1158 ,1961 ,2217 ,1786 ,3411 ,5640 ,6541 ,4946 ,2510 ,288 ,7 ,32062 ,32062 ,1180 ,1663 ,1555 ,1545 ,2511 ,4292 ,6471 ,6325 ,5368 ,1114 ,38 
전라남도 보성군 (4678000000),39200 ,39200 ,1491 ,2443 ,2662 ,2259 ,3852 ,6482 ,7808 ,6388 ,4957 ,836 ,22 ,19130 ,19130 ,779 ,1246 ,1528 ,1209 ,2177 ,3652 ,4011 ,2783 ,1569 ,172 ,4 ,20070 ,20070 ,712 ,1197 ,1134 ,1050 ,1675 ,2830 ,3797 ,3605 ,3388 ,664 ,18 
전라남도 화순군 (4679000000),62643 ,62643 ,3185 ,5445 ,6684 ,4621 ,7875 ,11448 ,10310 ,7197 ,5104 ,753 ,21 ,30946 ,30946 ,1615 ,2847 ,3601 ,2377 ,3995 ,6222 ,5459 ,3096 ,1557 ,175 ,2 ,31697 ,31697 ,1570 ,2598 ,3083 ,2244 ,3880 ,5226 ,4851 ,4101 ,3547 ,578 ,19 
전라남도 장흥군 (4680000000),36298 ,36298 ,1746 ,2581 ,2805 ,2447 ,3792 ,6119 ,6742 ,5326 ,4049 ,678 ,13 ,17678 ,17678 ,861 ,1366 ,1591 ,1296 ,2095 ,3380 ,3354 ,2344 ,1256 ,132 ,3 ,18620 ,18620 ,885 ,1215 ,1214 ,1151 ,1697 ,2739 ,3388 ,2982 ,2793 ,546 ,10 
전라남도 강진군 (4681000000),33534 ,33534 ,1496 ,2370 ,2607 ,2197 ,3505 ,5487 ,6493 ,4994 ,3752 ,620 ,13 ,16271 ,16271 ,745 ,1219 ,1484 ,1135 ,1922 ,3000 ,3283 ,2185 ,1184 ,107 ,7 ,17263 ,17263 ,751 ,1151 ,1123 ,1062 ,1583 ,2487 ,3210 ,2809 ,2568 ,513 ,6 
전라남도 해남군 (4682000000),66961 ,66961 ,3528 ,4947 ,5304 ,4442 ,7627 ,11264 ,12772 ,9802 ,6313 ,935 ,27 ,33239 ,33239 ,1803 ,2524 ,3032 ,2389 ,4220 ,6328 ,6452 ,4326 ,1996 ,169 ,0 ,33722 ,33722 ,1725 ,2423 ,2272 ,2053 ,3407 ,4936 ,6320 ,5476 ,4317 ,766 ,27 
전라남도 영암군 (4683000000),52970 ,52970 ,3138 ,4256 ,4854 ,4352 ,7213 ,9497 ,8664 ,6146 ,4229 ,610 ,11 ,27552 ,27552 ,1598 ,2241 ,2894 ,2356 ,4323 ,5472 ,4546 ,2674 ,1324 ,123 ,1 ,25418 ,25418 ,1540 ,2015 ,1960 ,1996 ,2890 ,4025 ,4118 ,3472 ,2905 ,487 ,10 
전라남도 무안군 (4684000000),90874 ,90874 ,8000 ,9763 ,9368 ,10942 ,14563 ,13507 ,11655 ,7834 ,4591 ,632 ,19 ,45709 ,45709 ,4122 ,4961 ,5054 ,5524 ,7614 ,7411 ,5890 ,3610 ,1419 ,103 ,1 ,45165 ,45165 ,3878 ,4802 ,4314 ,5418 ,6949 ,6096 ,5765 ,4224 ,3172 ,529 ,18 
전라남도 함평군 (4686000000),31167 ,31167 ,1164 ,1995 ,2277 ,1797 ,3251 ,5340 ,6212 ,4857 ,3721 ,538 ,15 ,15696 ,15696 ,604 ,1074 ,1329 ,990 ,1916 ,3134 ,3308 ,2075 ,1149 ,117 ,0 ,15471 ,15471 ,560 ,921 ,948 ,807 ,1335 ,2206 ,2904 ,2782 ,2572 ,421 ,15 
전라남도 영광군 (4687000000),51947 ,51947 ,3581 ,3924 ,4650 ,4546 ,6230 ,8428 ,8734 ,6866 ,4414 ,549 ,25 ,25940 ,25940 ,1785 ,2041 ,2639 ,2339 ,3469 ,4699 ,4468 ,2998 ,1386 ,116 ,0 ,26007 ,26007 ,1796 ,1883 ,2011 ,2207 ,2761 ,3729 ,4266 ,3868 ,3028 ,433 ,25 
전라남도 장성군 (4688000000),43241 ,43241 ,2382 ,3090 ,3804 ,3300 ,5231 ,7474 ,7736 ,5690 ,3985 ,531 ,18 ,22180 ,22180 ,1188 ,1607 ,2295 ,1792 ,2904 ,4284 ,4148 ,2549 ,1294 ,117 ,2 ,21061 ,21061 ,1194 ,1483 ,1509 ,1508 ,2327 ,3190 ,3588 ,3141 ,2691 ,414 ,16 
전라남도 완도군 (4689000000),48329 ,48329 ,2837 ,3460 ,3458 ,3509 ,5884 ,7816 ,8755 ,7275 ,4675 ,644 ,16 ,24314 ,24314 ,1473 ,1805 ,2055 ,1866 ,3433 ,4408 ,4388 ,3257 ,1498 ,130 ,1 ,24015 ,24015 ,1364 ,1655 ,1403 ,1643 ,2451 ,3408 ,4367 ,4018 ,3177 ,514 ,15 
전라남도 진도군 (4690000000),29915 ,29915 ,1526 ,2090 ,2361 ,2048 ,3376 ,4933 ,5534 ,4478 ,3138 ,421 ,10 ,14844 ,14844 ,745 ,1059 ,1403 ,1087 ,1959 ,2784 ,2827 ,1969 ,933 ,78 ,0 ,15071 ,15071 ,781 ,1031 ,958 ,961 ,1417 ,2149 ,2707 ,2509 ,2205 ,343 ,10 
전라남도 신안군 (4691000000),38113 ,38113 ,1390 ,1917 ,2512 ,2420 ,4102 ,6851 ,7987 ,6164 ,4246 ,513 ,11 ,20443 ,20443 ,705 ,989 ,1548 ,1509 ,2723 ,4238 ,4448 ,2876 ,1308 ,95 ,4 ,17670 ,17670 ,685 ,928 ,964 ,911 ,1379 ,2613 ,3539 ,3288 ,2938 ,418 ,7 
경상북도  (4700000000),2619641 ,2619641 ,174556 ,221010 ,270884 ,275447 ,375941 ,453721 ,436635 ,245885 ,143897 ,21086 ,579 ,1320888 ,1320888 ,89899 ,116208 ,153822 ,147770 ,195484 ,235511 ,218217 ,111565 ,47980 ,4372 ,60 ,1298753 ,1298753 ,84657 ,104802 ,117062 ,127677 ,180457 ,218210 ,218418 ,134320 ,95917 ,16714 ,519 
경상북도 포항시 (4711000000),501691 ,501691 ,36533 ,45855 ,55438 ,56731 ,76453 ,88686 ,83519 ,39183 ,16822 ,2408 ,63 ,254254 ,254254 ,18937 ,24082 ,32025 ,30379 ,38629 ,44583 ,40887 ,18546 ,5747 ,431 ,8 ,247437 ,247437 ,17596 ,21773 ,23413 ,26352 ,37824 ,44103 ,42632 ,20637 ,11075 ,1977 ,55 
경상북도 포항시 남구 (4711100000),229821 ,229821 ,15970 ,20864 ,26049 ,25455 ,35428 ,40697 ,38559 ,18370 ,7393 ,1010 ,26 ,118992 ,118992 ,8234 ,10966 ,15633 ,13968 ,18403 ,21212 ,19051 ,8811 ,2547 ,165 ,2 ,110829 ,110829 ,7736 ,9898 ,10416 ,11487 ,17025 ,19485 ,19508 ,9559 ,4846 ,845 ,24 
경상북도 포항시 북구 (4711300000),271870 ,271870 ,20563 ,24991 ,29389 ,31276 ,41025 ,47989 ,44960 ,20813 ,9429 ,1398 ,37 ,135262 ,135262 ,10703 ,13116 ,16392 ,16411 ,20226 ,23371 ,21836 ,9735 ,3200 ,266 ,6 ,136608 ,136608 ,9860 ,11875 ,12997 ,14865 ,20799 ,24618 ,23124 ,11078 ,6229 ,1132 ,31 
경상북도 경주시 (4713000000),251154 ,251154 ,15012 ,20109 ,25152 ,24127 ,35517 ,46608 ,43748 ,25049 ,13834 ,1945 ,53 ,125698 ,125698 ,7696 ,10516 ,14201 ,12906 ,18461 ,24100 ,21739 ,11255 ,4424 ,395 ,5 ,125456 ,125456 ,7316 ,9593 ,10951 ,11221 ,17056 ,22508 ,22009 ,13794 ,9410 ,1550 ,48 
경상북도 김천시 (4715000000),140078 ,140078 ,9820 ,12355 ,13783 ,14298 ,19148 ,23608 ,23499 ,13656 ,8558 ,1319 ,34 ,70286 ,70286 ,5071 ,6743 ,7740 ,7501 ,10045 ,12311 ,11662 ,6104 ,2816 ,291 ,2 ,69792 ,69792 ,4749 ,5612 ,6043 ,6797 ,9103 ,11297 ,11837 ,7552 ,5742 ,1028 ,32 
경상북도 안동시 (4717000000),156182 ,156182 ,9767 ,13302 ,15922 ,14699 ,21473 ,25648 ,26843 ,16719 ,10191 ,1574 ,44 ,77242 ,77242 ,5051 ,7017 ,8644 ,7752 ,11008 ,13244 ,13069 ,7565 ,3544 ,340 ,8 ,78940 ,78940 ,4716 ,6285 ,7278 ,6947 ,10465 ,12404 ,13774 ,9154 ,6647 ,1234 ,36 
경상북도 구미시 (4719000000),410412 ,410412 ,37681 ,43795 ,53293 ,62106 ,72636 ,70139 ,44106 ,16787 ,8551 ,1283 ,35 ,211042 ,211042 ,19402 ,22811 ,30016 ,33247 ,36679 ,35742 ,22658 ,7526 ,2715 ,244 ,2 ,199370 ,199370 ,18279 ,20984 ,23277 ,28859 ,35957 ,34397 ,21448 ,9261 ,5836 ,1039 ,33 
경상북도 영주시 (4721000000),101599 ,101599 ,5622 ,8510 ,9272 ,8056 ,13389 ,17204 ,19264 ,11874 ,7250 ,1112 ,46 ,50426 ,50426 ,2927 ,4461 ,5392 ,4332 ,6872 ,8905 ,9320 ,5394 ,2574 ,243 ,6 ,51173 ,51173 ,2695 ,4049 ,3880 ,3724 ,6517 ,8299 ,9944 ,6480 ,4676 ,869 ,40 
경상북도 영천시 (4723000000),101552 ,101552 ,5459 ,6482 ,9430 ,9053 ,12120 ,17963 ,19826 ,12820 ,7424 ,956 ,19 ,51644 ,51644 ,2780 ,3462 ,5566 ,4924 ,6647 ,9648 ,10052 ,5893 ,2442 ,226 ,4 ,49908 ,49908 ,2679 ,3020 ,3864 ,4129 ,5473 ,8315 ,9774 ,6927 ,4982 ,730 ,15 
경상북도 상주시 (4725000000),95771 ,95771 ,4812 ,7420 ,7619 ,6956 ,10920 ,16093 ,19278 ,12378 ,8838 ,1416 ,41 ,47039 ,47039 ,2528 ,3936 ,4393 ,3758 ,5760 ,8555 ,9556 ,5468 ,2815 ,267 ,3 ,48732 ,48732 ,2284 ,3484 ,3226 ,3198 ,5160 ,7538 ,9722 ,6910 ,6023 ,1149 ,38 
경상북도 문경시 (4728000000),72283 ,72283 ,3834 ,5519 ,6409 ,5489 ,8643 ,11986 ,14332 ,9214 ,5939 ,880 ,38 ,35426 ,35426 ,1946 ,2982 ,3562 ,2900 ,4579 ,6245 ,7030 ,4055 ,1944 ,178 ,5 ,36857 ,36857 ,1888 ,2537 ,2847 ,2589 ,4064 ,5741 ,7302 ,5159 ,3995 ,702 ,33 
경상북도 경산시 (4729000000),267844 ,267844 ,19303 ,22886 ,35709 ,32497 ,41641 ,45941 ,37927 ,20429 ,10179 ,1301 ,31 ,134732 ,134732 ,9813 ,11851 ,19558 ,17502 ,21343 ,23031 ,18614 ,9130 ,3592 ,293 ,5 ,133112 ,133112 ,9490 ,11035 ,16151 ,14995 ,20298 ,22910 ,19313 ,11299 ,6587 ,1008 ,26 
경상북도 군위군 (4772000000),23258 ,23258 ,617 ,919 ,1377 ,1255 ,2017 ,4221 ,5668 ,4012 ,2789 ,365 ,18 ,11894 ,11894 ,337 ,496 ,822 ,734 ,1157 ,2387 ,3035 ,1895 ,955 ,75 ,1 ,11364 ,11364 ,280 ,423 ,555 ,521 ,860 ,1834 ,2633 ,2117 ,1834 ,290 ,17 
경상북도 의성군 (4773000000),50560 ,50560 ,1777 ,2153 ,2768 ,2946 ,4398 ,8132 ,12234 ,8793 ,6435 ,908 ,16 ,24809 ,24809 ,932 ,1139 ,1600 ,1644 ,2557 ,4456 ,6223 ,3915 ,2138 ,204 ,1 ,25751 ,25751 ,845 ,1014 ,1168 ,1302 ,1841 ,3676 ,6011 ,4878 ,4297 ,704 ,15 
경상북도 청송군 (4775000000),24538 ,24538 ,899 ,1129 ,1554 ,1576 ,2215 ,4411 ,5775 ,4003 ,2598 ,366 ,12 ,12281 ,12281 ,475 ,597 ,937 ,936 ,1260 ,2363 ,2910 ,1817 ,899 ,86 ,1 ,12257 ,12257 ,424 ,532 ,617 ,640 ,955 ,2048 ,2865 ,2186 ,1699 ,280 ,11 
